Q1A	Q1I	Q1E	Q2A	Q2I	Q2E	Q3A	Q3I	Q3E	Q4A	Q4I	Q4E	Q5A	Q5I	Q5E	Q6A	Q6I	Q6E	Q7A	Q7I	Q7E	Q8A	Q8I	Q8E	Q9A	Q9I	Q9E	Q10A	Q10I	Q10E	Q11A	Q11I	Q11E	Q12A	Q12I	Q12E	Q13A	Q13I	Q13E	Q14A	Q14I	Q14E	Q15A	Q15I	Q15E	Q16A	Q16I	Q16E	Q17A	Q17I	Q17E	Q18A	Q18I	Q18E	Q19A	Q19I	Q19E	country	introelapse	testelapse	surveyelapse	TIPI1	TIPI2	TIPI3	TIPI4	TIPI5	TIPI6	TIPI7	TIPI8	TIPI9	TIPI10	VCL1	VCL2	VCL3	VCL4	VCL5	VCL6	VCL7	VCL8	VCL9	VCL10	VCL11	VCL12	VCL13	VCL14	VCL15	VCL16	education	urban	gender	engnat	age	screenw	screenh	hand	religion	orientation	race	voted	married	familysize	major
5	6	3621	3	9	5747	4	8	5026	5	17	10690	4	5	5528	1	4	3609	4	13	6096	5	10	7365	4	15	3691	4	12	7016	3	11	6831	4	3	8785	4	7	7970	5	18	4442	4	14	5094	3	1	9614	3	2	19091	4	19	3642	4	16	6197	US	27	130	100	1	3	1	6	1	7	2	7	6	7	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	2	2	1	1	23	1280	800	2	2	1	16	1	1	2	
5	4	6173	5	8	5705	2	10	9627	4	13	9500	2	12	10097	4	5	6985	5	9	13214	4	2	14363	3	1	13863	5	16	6071	2	3	6866	4	7	8183	1	14	4330	1	15	4366	4	11	6551	4	6	6788	5	18	5318	1	17	4665	5	19	8540	CA	20	172	243	6	5	4	3	3	7	7	1	5	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	3	3	1	2	24	360	640	1	8	1	11	1	1	1	Civil engineering
3	8	11809	3	5	7151	3	19	7619	2	12	10069	3	1	5667	2	7	3856	1	10	4827466	2	9	6123	4	11	9843	5	18	6183	1	13	6186	4	6	8255	4	3	11500	1	4	6197	5	14	5793	1	15	161983	4	2	11863	2	17	6289	1	16	3304	US	2	5117	74	1	4	7	4	7	7	4	1	4	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	3	2	2	1	26	1920	1080	1	6	1	16	2	2	0	Criminology
5	12	4500	1	6	3631	3	3	7463	5	19	3350	4	11	3666	1	15	2516	1	18	5229	1	1	6010	5	8	4659	5	17	4815	2	9	5690	1	2	5952	2	16	4710	1	10	4762	4	4	4806	5	14	4351	3	7	3395	5	5	2923	3	13	4805	GB	6	88	94	6	1	5	2	5	4	6	2	4	5	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	1	4	3	2	1	33	360	640	1	0	0	10	0	0	3	
4	9	4621	1	7	10263	2	16	5783	4	17	9524	4	8	3971	2	14	7606	2	19	13962	4	15	4640	5	3	10534	2	5	5828	2	18	3094	1	6	5639	4	10	4616	2	2	6798	5	12	3164	2	11	49610	3	4	43069	4	13	3274	1	1	9936	GB	142	208	194	1	3	5	7	5	7	4	3	1	3	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	2	1	1	40	1366	768	1	6	4	16	2	3	2	Computing
3	2	4946	1	19	5530	4	1	4577	1	13	7566	2	6	6763	4	12	4130	3	11	4616	5	4	2930	4	14	3462	3	18	6749	4	5	4369	3	3	6675	2	16	3365	3	8	4262	4	9	4982	4	15	4646	3	10	4312	4	7	3917	5	17	3845	US	4	92	102	2	5	5	6	6	5	3	6	4	4	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	3	1	2	1	34	1366	768	1	6	1	16	1	1	2	psychology
3	18	3700	1	15	8400	3	2	9900	4	4	10900	4	5	6000	1	3	7700	3	13	6500	5	6	5900	5	7	5600	4	12	8300	3	1	7600	4	8	6900	2	16	7600	3	14	8100	5	19	4800	4	9	13200	4	17	4600	2	11	4200	4	10	4500	US	42	135	153	6	4	5	3	6	2	5	2	7	2	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	3	3	1	1	34	1600	762	1	1	1	16	1	1	4	political science
2	16	4095	3	2	6468	4	14	4241	2	12	11615	4	3	9557	1	15	3561	2	19	10784	4	9	3350	4	6	4456	5	13	731	2	7	6503	4	11	5129	3	10	7137	4	17	3766	3	4	7726	4	18	8203	3	5	11555	1	1	3632	2	8	1091	CH	33	129	126	6	6	2	6	7	2	6	6	3	7	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	2	2	1	2	17	1680	1050	1	4	2	16	2	1	2	
1	13	4154	1	4	3993	3	1	7240	3	11	7911	4	9	7327	1	17	3076	3	10	7188	5	3	8360	5	8	3375	2	16	6133	3	2	5327	4	6	4603	5	14	3651	5	7	4024	4	19	3034	5	5	5114	3	12	3812	3	18	3523	4	15	5614	NO	2	99	123	2	6	5	6	5	7	7	6	4	5	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	1	1	2	23	360	640	1	1	1	16	2	1	4	Grade School Teacher
3	19	3727	3	10	4584	5	4	7175	3	6	13169	5	15	4856	5	8	4800	5	17	6025	5	12	3808	1	2	4951	5	11	4473	5	3	4456	4	13	7623	1	7	4752	4	14	3969	3	5	4281	5	18	4744	5	9	4775	4	16	5263	5	1	11097	US	22	109	143	5	6	7	7	5	4	3	1	5	6	1	1	0	1	0	0	0	1	0	1	0	0	0	1	1	1	3	2	2	1	38	1280	1024	1	12	1	13	2	3	3	
4	13	4487	3	2	9742	4	7	8904	5	15	4543	4	10	3337	4	17	3601	2	9	3976	2	6	4383	3	12	2360	5	19	3616	3	11	2688	4	16	5385	2	3	7802	4	8	2296	3	1	4743	4	4	4599	5	5	4841	4	14	4776	4	18	2855	US	6	90	88	7	2	7	1	7	3	5	5	7	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	1	4	2	1	1	60	1920	1080	1	6	1	16	1	2	3	management
1	7	6898	1	18	7345	1	17	6709	1	11	9727	1	13	10977	5	2	15841	3	8	7679	3	4	9458	3	1	31764	1	19	6755	1	16	6175	3	5	38142	5	10	7333	1	14	4915	2	3	8943	1	12	8702	1	9	5760	1	6	10889	1	15	8058	US	37	213	107	1	5	6	4	4	5	2	3	4	5	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	2	2	1	1	76	360	720	1	6	1	16	1	3	6	
4	13	24053	3	2	39640	4	1	10004	5	9	10723	4	4	42653	4	10	8532	3	6	5640	5	3	6110	2	7	7575	4	17	5961	4	5	5383	4	12	6949	2	14	23775	3	16	3516	1	15	61795	5	11	4875	5	18	6452	4	19	3958	5	8	4323	US	6	283	161	1	4	6	5	3	7	6	2	5	3	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	3	3	2	1	49	360	720	1	6	1	16	1	2	2	Communication
1	16	12553	5	6	5806	5	17	10837	1	8	12369	5	10	7916	1	18	4395	1	4	7990	1	11	7179	1	19	28772	5	15	6563	1	14	7714	1	1	9732	1	9	12627	5	12	7761	5	7	8536	5	3	7471	5	2	8898	1	13	6465	4	5	19750	US	3	194	178	1	1	7	1	7	6	7	1	7	1	1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	1	3	2	2	1	42	1440	900	1	6	1	16	1	2	3	nursing
5	9	3624	5	3	7710	4	7	10384	5	17	12178	1	4	31693	1	18	10629	3	2	23482	4	19	11968	3	15	8435	5	11	8333	3	16	6588	5	8	5775	3	5	11867	1	14	3463	1	13	14983	3	6	13123	5	1	12943	5	12	4702	2	10	9656	US	98	211	196	4	1	7	1	7	4	6	4	7	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	2	2	2	1	61	320	569	1	7	1	16	2	2	5	
4	7	8001	1	15	5203	1	1	1520	5	13	5068	1	11	3483	1	9	3586	4	17	11908	1	8	5918	5	18	3465	3	16	7023	2	19	8799	5	10	5368	5	4	3399	5	5	3064	4	2	7934	2	6	10249	1	12	4460	2	14	6602	5	3	5868	US	425	400	197	5	7	7	1	7	6	5	2	5	1	1	1	0	1	1	0	0	0	0	1	0	1	1	1	1	1	2	1	1	1	21	320	568	1	2	1	16	2	1	3	Business
2	12	2369	2	18	2316	4	13	17216	4	5	2853	1	8	2369	2	11	1617	1	6	3160	5	16	2253	5	14	1754	4	7	2458	4	1	3621	1	9	2333	1	3	3908	4	4	5008	5	2	1901	4	10	2337	4	17	1981	2	19	2840	2	15	3394	US	471	66	67	6	6	1	5	7	6	5	6	2	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	1	2	1	26	1536	864	1	8	5	11	1	1	6	Chemical Engineering
3	8	7135	4	14	4241	4	19	5363	4	1	7474	4	17	4407	4	9	6269	3	18	4487	2	15	4531	3	7	5856	4	10	4407	4	2	6204	3	6	10082	2	13	5541	4	16	3884	3	4	6791	3	5	5390	4	12	5049	4	3	5595	4	11	4842	IE	71	108	153	6	5	5	2	4	2	5	1	4	3	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	3	2	2	1	35	1366	768	1	4	1	16	1	1	3	computer science
2	5	13870	2	4	13787	4	10	6132	5	18	8155	4	8	10628	4	9	7871	2	11	9277	5	1	7032	3	13	11414	5	3	10896	4	2	46976	1	7	10161	2	15	4913	4	19	5682	2	12	12065	4	17	8239	4	16	5933	4	6	8790	5	14	9760	AU	11	213	199	6	2	6	2	5	1	5	3	6	0	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	2	2	1	1	60	2560	1440	1	2	1	16	2	2	4	English
4	1	7087	4	8	6910	3	14	5188	4	12	5618	3	9	7870	4	2	11187	3	18	6772	3	19	4463	4	17	5003	4	15	8555	2	5	5610	1	16	7803	4	6	6265	5	7	7166	5	10	6678	5	11	8113	4	13	5246	3	4	4942	2	3	4755	US	7	125	220	6	1	4	4	7	3	7	4	6	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	3	1	1	1	45	1600	900	1	2	1	16	1	1	2	geology
5	12	2989	1	8	8694	4	18	4025	5	15	3104	4	3	5158	1	9	3054	3	13	4375	5	19	3048	4	11	4687	2	1	9429	4	6	7489	1	2	9994	4	10	5403	4	4	8638	4	14	7020	4	5	3906	4	16	3565	5	7	3324	5	17	2724	US	3	101	183	1	2	6	5	7	7	6	5	6	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	3	2	1	57	768	1024	1	4	1	16	2	2	2	Russian literature
3	2	7554	1	8	5458	5	13	6160	1	18	9624	3	9	5569	1	12	4233	1	14	8205	4	10	6929	4	1	6093	4	17	9277	1	3	7726	4	6	4636	2	4	14938	5	16	3870	5	15	4410	4	5	5810	1	7	7041	2	19	4163	1	11	4861	US	5	127	133	5	5	3	7	5	5	5	7	3	5	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	4	3	2	2	40	1280	720	1	1	1	16	2	3	2	law
3	9	8395	4	2	14658	4	16	7153	5	8	7253	3	10	11124	3	15	8853	3	6	17787	4	5	6866	2	1	8224	5	7	5469	3	14	5548	4	17	6176	1	11	5189	5	12	4457	3	18	4737	5	4	5935	4	13	4966	4	19	3777	2	3	8214	IN	119	146	152	7	3	4	1	6	1	6	2	6	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	3	3	1	1	23	360	640	1	8	1	17	1	1	2	Business Management 
5	5	3920	1	11	8707	5	6	4690	5	13	9145	5	10	2985	4	4	4043	5	9	3123	5	12	11462	5	19	2898	5	14	2840	5	15	2537	1	2	6814	2	3	8304	1	16	2883	5	17	9135	5	7	8086	5	18	4269	1	1	9445	5	8	2737	US	27	108	148	6	5	5	3	5	2	5	5	5	3	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	3	2	1	1	21	375	667	2	1	1	17	1	1	2	Economics 
2	16	5274	1	11	7276	3	7	9698	5	9	5560	5	2	3937	1	18	2521	4	14	7184	5	1	5274	3	10	5857	4	3	6461	1	15	3961	5	6	3999	2	5	5961	4	19	5802	2	17	3687	5	4	3765	4	8	7219	2	13	3708	5	12	18066	SG	2	116	74	3	2	2	6	5	5	6	6	3	2	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	2	3	2	1	16	768	1024	1	1	1	11	2	1	1	
4	10	10483	1	2	14202	3	11	34415	2	17	75162	5	15	12367	1	8	5033	1	19	10998	4	12	8750	5	14	6099	2	13	12305	1	3	17083	1	7	9683	4	1	13722	1	16	5247	5	18	5469	2	5	27900	4	9	15961	1	6	11783	1	4	7726	HU	9	304	280	3	5	6	7	2	7	2	3	5	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	3	2	1	2	42	1280	800	2	12	1	16	1	2	1	education
4	1	5692	2	10	4324	4	5	5869	2	6	72694	4	8	3832	2	9	6365	3	11	23084	1	2	10086	4	18	4854	5	4	5802	3	3	3804	2	13	8512	4	19	5584	3	14	4677	1	7	5185	3	17	11227	4	16	3874	5	12	3598	2	15	7082	US	5	196	74	7	3	7	3	7	3	7	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	2	1	28	1536	864	3	2	2	16	2	1	5	psychology
3	4	14708	2	13	6934	5	8	5569	5	7	5477	4	5	3791	2	16	4370	5	6	5570	5	10	4747	2	17	1562	1	12	6852	4	3	5090	4	2	8278	5	14	4798	4	15	3320	2	11	5698	5	19	4688	2	18	5590	4	9	4110	5	1	7426	IM	1201	120	128	5	5	3	6	3	3	2	6	2	5	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	3	1	1	1	23	1536	864	1	4	2	16	2	1	2	engineering
2	3	6839	4	16	4139	5	4	4310	5	2	5087	1	12	2260	1	10	3020	1	18	4662	5	9	3195	5	13	2440	5	5	3510	1	11	2920	5	17	3339	4	14	2696	1	15	4233	5	7	1990	5	1	6345	5	6	2730	2	19	3027	4	8	7665	US	9	75	66	1	3	3	7	5	7	5	5	5	3	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	3	2	2	1	22	1366	768	1	1	1	17	2	1	3	Animal Science
4	15	4935	1	19	5949	5	1	3002	5	7	4617	5	12	3879	1	14	6667	5	2	4511	5	13	4928	2	8	5754	5	9	4221	2	18	6425	4	4	8479	1	17	5676	4	10	4520	4	5	9609	5	3	2553	5	16	4088	5	6	4434	4	11	4830	US	788	123	156	2	1	7	2	7	7	7	1	7	2	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	2	1	2	1	41	1366	768	1	5	1	16	1	2	5	nutrition
3	17	7258	4	4	5078	2	1	699	2	18	6900	2	14	4711	2	16	4633	2	10	1726	5	13	2637	2	3	5833	4	6	3820	3	2	3434	5	9	7057	2	19	5434	3	5	602	3	15	4983	4	11	538	5	12	494	3	7	4499	4	8	4836	GB	1186	168	68	1	5	2	6	6	7	5	6	1	7	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	2	2	2	1	16	768	1024	1	1	1	16	2	1	1	
5	13	5025	2	2	15669	4	11	4724	4	9	7524	3	17	5943	2	16	5375	5	19	7867	5	8	5000	4	5	4436	4	7	8248	4	6	3981	5	10	5676	2	12	5406	4	1	4537	2	14	5293	5	3	5688	4	18	6654	5	4	3651	5	15	4104	CA	11	115	117	2	3	6	5	5	6	6	2	6	2	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	3	2	1	1	30	360	640	1	6	1	16	1	2	6	Criminology 
1	19	2440	1	14	2336	3	15	4088	1	12	3871	1	9	5032	1	16	2287	4	7	11342	1	17	2577	5	3	1862	1	18	2448	2	4	3639	2	6	5657	5	11	3329	2	13	4072	5	8	2209	2	1	5575	2	10	4287	1	5	4425	1	2	3680	US	859	75	58	3	5	2	5	7	5	3	5	3	2	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	1	1	1	39	1920	1080	1	2	1	16	1	1	2	Philosophy
4	2	6328	1	7	5270	5	6	4110	1	4	10042	4	14	5302	2	8	4852	5	13	5912	2	3	4304	5	5	3922	4	19	7052	4	10	5148	3	17	6396	4	16	3538	5	12	3328	5	11	4066	4	9	5322	4	18	4106	2	15	3644	4	1	5220	US	8	98	135	4	6	7	4	5	2	3	1	5	3	1	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	4	1	1	1	40	1280	853	1	6	1	16	1	2	3	Mechanical Engineering
3	8	4364	1	11	4406	3	7	5673	4	18	5199	1	15	4626	3	2	6621	5	16	6032	5	9	3357	4	19	4888	5	6	7434	2	10	5191	4	4	4961	2	3	7244	4	13	3254	4	5	5141	5	1	4732	5	12	4298	4	17	3267	3	14	6867	US	8	98	95	2	5	5	5	6	7	3	5	6	5	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	1	3	2	1	1	25	1536	864	2	4	1	16	1	1	2	Supply Chain Management
4	10	4341	1	5	4446	2	13	5607	4	19	6942	3	11	4986	2	9	2829	4	1	15714	5	8	4561	5	12	3687	4	17	4114	2	7	4071	4	18	5330	4	4	3664	4	15	2653	5	14	4289	4	3	7599	2	6	6601	1	16	2873	1	2	5251	US	2	100	121	2	5	3	5	2	6	6	6	3	5	1	1	1	1	1	0	0	1	0	1	0	0	1	0	1	1	2	2	1	1	40	768	1024	1	6	1	16	2	1	2	
2	10	7957	2	8	9266	1	16	17001	2	3	8007	1	17	5019	5	11	7210	4	1	9683	5	9	5375	4	14	4950	4	18	5088	5	7	10607	4	19	5609	1	2	17424	5	4	4253	4	13	3970	5	12	6715	5	15	7848	1	6	3688	2	5	18771	US	7	159	166	2	3	5	5	6	7	3	3	5	3	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	2	1	1	1	26	360	640	1	6	1	16	1	1	3	
3	9	6966	4	1	8994	5	12	7039	4	17	21304	3	5	10913	4	4	49005	3	6	9369	3	15	21359	2	16	5360	5	8	8768	4	13	29642	4	18	9546	3	10	7577	4	11	12620	1	7	7927	4	14	6593	5	2	10688	4	3	7739	4	19	6279	US	17	255	572	2	6	6	6	5	4	3	1	3	3	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	2	2	2	1	59	1536	864	1	7	1	16	1	2	2	
4	10	4642	1	5	6116	1	15	4607	1	2	5367	1	17	3296	1	18	3496	3	14	6002	5	8	2746	3	6	4053	5	13	2966	5	1	3507	5	7	3221	2	16	5379	1	11	2750	3	19	3111	5	4	3054	4	12	3707	4	9	2690	1	3	5787	US	6	76	100	3	6	5	7	3	6	4	1	2	3	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	3	3	1	1	28	1440	900	1	1	1	16	1	1	2	Physics
5	6	3649	4	17	5387	4	10	4248	4	1	41863	5	18	4949	4	15	4766	2	2	8029	2	16	6165	3	7	6667	4	3	5648	4	9	4233	5	19	3632	4	14	3917	3	13	4200	2	4	8752	3	11	7020	3	12	3780	2	8	6216	3	5	18082	JP	6	152	169	5	6	7	6	7	3	4	5	5	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	4	3	1	1	46	375	667	1	6	1	16	1	2	2	Spanish 
5	16	4391	4	15	4276	5	7	3934	5	18	4288	5	12	3318	4	19	6085	4	1	5244	4	17	5227	1	11	3166	4	8	4465	4	5	3428	5	10	4717	1	2	4865	5	13	3200	1	4	4066	5	14	4333	5	6	3689	5	9	4033	5	3	3367	NO	1	327	243	4	2	7	2	4	5	6	2	7	5	1	1	0	1	1	0	0	1	0	1	1	0	1	1	1	1	4	1	1	2	24	1504	1003	1	1	1	16	2	1	5	Law
2	13	18005	1	19	6157	1	6	8434	5	7	8698	3	10	5230	2	18	3443	1	12	9433	3	15	5985	4	2	20296	5	9	6189	4	11	1345	2	17	8015	1	8	5292	1	3	8076	3	14	5776	5	5	5657	5	1	11038	4	4	6032	2	16	24741	US	5	180	113	1	5	6	4	6	7	4	5	6	5	1	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	3	2	2	1	47	1536	864	1	2	1	16	1	2	2	Business Admin
1	14	10187	1	15	3508	1	11	8845	1	2	18876	5	1	14095	1	4	2845	1	3	7695	5	10	4142	5	6	2277	1	18	3861	1	12	2387	1	8	8316	4	7	14662	5	13	7710	5	16	3464	4	19	11641	1	9	3223	4	5	7528	2	17	7520	US	25	143	101	1	6	5	7	6	6	5	3	2	3	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	3	1	1	29	1280	800	1	4	1	16	1	1	2	political science
2	4	4839	2	15	3265	2	8	8281	4	12	4312	4	10	6991	1	18	3859	2	17	3452	2	9	5356	4	3	8915	4	11	4431	2	7	6056	3	2	3776	3	1	10069	5	14	4518	4	13	2810	4	16	10732	3	19	7888	4	5	5531	4	6	4154	GB	7	110	147	2	1	6	1	5	6	5	1	6	5	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	1	2	1	65	768	1024	1	2	1	16	2	3	2	Psychology
4	18	6286	4	5	11687	4	12	10508	5	1	22826	3	3	16666	4	19	7317	3	6	23142	4	10	16107	3	11	12380	5	8	9122	4	9	11234	4	16	9411	2	4	21249	2	14	11715	2	7	12252	2	15	13205	5	2	15552	2	13	15597	4	17	10023	PK	129	259	431	7	5	5	5	7	6	7	2	6	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	3	3	1	2	25	320	568	1	10	0	11	2	1	3	Accounting and Finance 
4	9	6854	1	1	6711	4	11	5077	5	2	7862	4	19	4719	2	18	4426	4	10	4038	2	15	5978	4	7	4365	4	3	6965	4	6	13701	4	12	5580	2	16	5809	4	14	8741	2	4	8019	4	5	7304	2	17	7396	4	8	4346	4	13	6410	US	7	130	148	6	6	6	6	6	6	6	2	5	2	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	3	0	2	1	32	1280	720	1	12	2	16	1	1	3	writing
1	4	4167	1	14	6660	4	8	6503	4	12	7632	5	6	4596	1	7	3124	1	3	5543	4	18	6254	5	5	4780	3	2	61552	3	15	7650	4	19	4561	5	10	3436	4	17	3730	5	13	5896	4	1	9828	1	11	4557	1	9	2838	2	16	9032	US	23	162	153	4	2	3	5	7	4	5	5	4	2	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	3	1	1	1	20	1920	1080	1	1	2	16	1	1	3	Chemical Engineering
2	17	3810	2	9	5224	4	15	4917	5	7	4891	4	1	4743	2	10	6774	2	8	6121	4	11	5220	4	14	3376	5	3	3834	3	5	5267	3	16	5282	3	2	4228	5	6	2971	3	19	2526	4	18	3175	5	13	2191	4	4	3477	5	12	6182	CA	4	85	139	5	1	6	2	7	5	6	3	6	2	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	0	2	1	1	42	768	1024	1	4	1	16	1	2	3	Computer Science
4	17	7234	1	6	5037	1	14	6420	5	10	5676	4	9	6109	1	7	3435	4	2	12696	1	8	11615	5	5	6025	5	3	5204	5	18	3682	5	12	5577	1	16	4166	5	19	4189	3	11	9470	5	4	6892	5	15	3446	5	13	3387	4	1	7145	US	4	118	173	6	2	6	6	6	2	7	1	6	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	4	2	2	1	38	375	667	1	6	1	16	1	2	3	Political science 
4	18	7193	3	11	7885	5	4	5342	5	13	5049	5	16	3556	5	17	4052	5	10	4934	4	5	4833	1	15	7549	5	19	4023	4	2	8584	5	14	4715	1	6	3816	1	3	6459	1	12	7298	5	7	8768	5	1	4954	5	9	7000	5	8	2900	US	23	109	261	3	5	7	2	7	4	6	1	2	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	2	2	1	62	320	568	1	1	1	16	1	3	3	Biology
5	13	7387	1	10	5203	5	12	5896	3	9	11363	3	1	7051	1	15	2669	4	2	18539	1	4	786474	2	18	8366	3	11	479316	1	17	6037	5	7	6779	4	6	5268	5	19	5220	1	8	13354	4	16	7250	3	5	14887	5	3	6171	1	14	9934	CA	280	1725	291	3	5	5	7	4	7	7	3	2	1	1	1	0	1	1	0	0	1	0	1	0	0	1	1	1	1	1	3	2	1	16	1366	768	1	12	4	16	2	1	2	
5	11	10352	3	13	18436	1	17	7657	3	9	24198	1	10	8049	4	19	10899	5	15	8656	5	6	7062	2	3	13596	4	4	9522	2	18	7929	5	8	7739	1	1	12674	1	7	5849	2	2	11313	2	16	19109	5	12	5382	1	5	7637	5	14	15596	US	4	213	270	3	5	3	2	6	7	5	6	3	3	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	2	3	1	1	19	375	667	1	2	1	16	1	1	4	Business
5	3	4585	5	5	4634	4	4	4265	5	7	1420	5	6	4352	5	11	3980	4	2	7728	5	8	4012	2	19	7870	5	13	3785	4	15	4480	5	17	6338	1	1	5053	4	10	3478	1	14	4307	5	9	6800	5	16	4296	4	18	5051	5	12	4044	US	493	98	142	4	7	6	3	6	7	2	2	7	5	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	3	2	1	1	21	1920	1080	1	4	1	16	1	1	2	Finance and Economics
2	19	4329	3	13	92037	4	6	23651	4	10	21278	4	7	7451	4	8	4708	2	14	8653	3	1	30846	5	11	1336	5	17	8270	4	9	3495	2	5	34444	2	15	5294	5	4	7643	4	16	6019	4	12	21639	4	18	4096	2	3	17982	4	2	22960	TR	103	328	532	3	5	6	5	7	5	3	4	6	1	1	1	0	1	1	0	0	1	1	1	0	0	0	1	1	1	2	3	2	2	20	1280	720	2	1	1	17	1	1	2	management
2	6	2798	1	2	6525	5	12	3936	2	19	7080	2	13	5188	2	18	3449	5	1	4559	2	8	5031	4	3	3336	2	15	4617	1	16	2762	4	4	4224	4	9	2476	4	7	2865	4	10	11762	5	11	5579	4	14	5799	4	5	2473	2	17	5480	NONE	1743	103	91	2	6	5	6	6	6	3	5	3	2	1	1	1	1	0	0	0	1	0	1	0	1	1	1	1	1	3	2	1	1	25	2560	1440	1	1	1	17	2	1	1	Biology
4	13	4896	1	5	4231	5	9	6594	4	17	5859	3	4	4163	1	1	11481	2	2	17328	4	12	4906	5	6	4905	3	11	9859	2	19	3390	1	3	9927	5	14	3201	3	10	8888	5	15	2265	3	16	11265	3	18	19659	5	8	3092	1	7	4102	US	2883	155	166	1	5	3	7	7	6	3	6	2	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	3	2	1	1	28	1920	1080	2	4	2	16	1	1	4	Chemistry
3	9	5219	1	15	3577	5	11	5173	5	19	3452	3	4	5937	1	14	3549	4	1	52290	5	10	3456	4	16	3533	3	8	6612	3	12	3671	4	3	3923	4	6	3768	4	2	4860	4	5	5062	4	13	4314	2	7	4986	5	17	2751	5	18	3249	US	3	140	113	4	4	7	7	6	5	5	5	5	5	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	4	2	2	1	35	1536	864	2	2	5	16	1	2	2	Anthropology
4	15	4417	2	8	12646	4	5	6344	4	7	7568	4	17	6208	5	19	2687	2	12	23807	5	10	8784	4	6	7079	5	2	10184	4	11	4168	1	4	9057	4	9	6280	5	18	5317	4	13	5240	3	1	19826	4	14	5400	3	3	7398	4	16	7996	SE	3	161	138	3	2	5	1	7	5	6	2	7	2	1	1	0	1	0	0	0	1	0	1	1	0	1	1	1	1	4	2	1	2	35	1920	1200	1	6	1	16	1	2	4	Economics
5	5	4487	3	19	6306	5	7	5065	5	3	11878	4	1	7040	1	8	4356	3	6	7124	4	18	9656	4	16	3299	5	4	5202	3	10	15031	5	17	4040	3	13	5965	5	14	3459	3	2	16642	5	9	10759	5	11	4488	5	15	4621	4	12	7016	BA	7	137	164	5	6	6	4	6	4	7	4	5	2	1	1	0	1	1	0	0	1	0	1	0	0	0	1	1	1	4	2	1	2	28	1920	1080	1	10	1	16	1	1	1	Law 
